,text                ,category
871,Anna salute for your video from me and my family salute TMP teams                ,Non-anti-LGBT+ content
872,Why actors only doneted more money only trending society problem personwhy r they r help baggers u also behindwoods                ,Non-anti-LGBT+ content
873,her Heart is so beautiful                ,Non-anti-LGBT+ content
874,Take an interview with THANUJA SINGGAM Please                ,Non-anti-LGBT+ content
875,After this vedio respect come for transgendersalute                ,Non-anti-LGBT+ content
876,Before I watch this movie I dont know the correct meaning for LGBT But now I understand and really enjoyed this movie I think watched this movie more than 10 times within 2 days  Mother role Anupama mam what a acting mam super I had cry in many scenes especially Varun conversation with Karthik after he left from home and another scene friends are accepted Varun I like Varun acting too              ,Non-anti-LGBT+ content
877,Tmp first channel only did transgender prank really  heart touching                ,Non-anti-LGBT+ content
878,That transgender really nice but prank boy very very worst idiot                ,Non-anti-LGBT+ content
879,Men who have sex with men account for the largest proportion of new HIV infections reported in Canada Canadian Red Cross Society introduced a blood donor eligibility criterion that excluded all men who have had sex with a man even once since 1977                ,Homophobia
880,You are looking beautiful                ,Non-anti-LGBT+ content
881,Im not  a gay but good movie                ,Non-anti-LGBT+ content
882,Can we get a lesbian movie please                ,Non-anti-LGBT+ content
883,I was literally cryingwhen she called him  Again and again                ,Non-anti-LGBT+ content
884,I agree that                ,Non-anti-LGBT+ content
885,Super Anna hats off                 ,Non-anti-LGBT+ content
886,Sky Moon  Your Blind Abrahamic Religions Are Totally Psycho Fools     Only Psycho Peoples Can See Jesus                 ,Non-anti-LGBT+ content
887,Azhagi have a long happy life sister                ,Non-anti-LGBT+ content
888,what is wrong if two loved people think what they want But our cultures not accept for this life  i am not a gay but i respect LGBT people very much we have to respect them accept them  latifsuper actor really praisable actor   good movie nice story and good start                ,Non-anti-LGBT+ content
889,Great bro                 ,Non-anti-LGBT+ content
890,Every human on this planet has the right to live there is nothing wrong about being a homosexual as long as it doesnt hurt anyone                 ,Non-anti-LGBT+ content
891,Spr   Love this prank                ,Non-anti-LGBT+ content
892,What is the name of the artist who acted as varuns mother What an extraordinary acting                ,Non-anti-LGBT+ content
893,First intro  super ra pesaniga bro unmaiyave antha akka sema good character                 ,Non-anti-LGBT+ content
894,What is mean of gay                ,Non-anti-LGBT+ content
895,Pls support the guy dont heat them i am guy                ,Non-anti-LGBT+ content
896,Can you suggest me what could have been better with Harish character                ,Non-anti-LGBT+ content
897,Superb bro good speech love is love                ,Non-anti-LGBT+ content
898,Nice one bro plzsubscribe to my channel  Lu Lu pulingo Thank u Msg me once subscribed bro              ,Non-anti-LGBT+ content
899,Priyadharshan Sekar correct                ,Non-anti-LGBT+ content
900,Yes  We have so many riddles to Solve                ,Non-anti-LGBT+ content
901,For a moment I laughed on people who really dont know what is happening in the reality Simply giving comments without humanity Love is love always Love has no gender I think people should be mature enough                ,Non-anti-LGBT+ content
902,Its too bad                ,Non-anti-LGBT+ content
903,Hats off to the all Transgenders                 ,Non-anti-LGBT+ content
904,Love is Love  love has no gender Lgbt  is pride              ,Non-anti-LGBT+ content
905,Bhakavathy Adithan s                ,Non-anti-LGBT+ content
906,Thank god a happy ending and a story about true love and not sex Excellent film Thank you                ,Non-anti-LGBT+ content
907,Real god nega  transgender than                ,Non-anti-LGBT+ content
908,Wow climax mother sentiment scene made me in tears                ,Non-anti-LGBT+ content
909,Grace New Covenant Church Augustin Jerald  u too will have the ashirvad of gods everytime                ,Non-anti-LGBT+ content
910,Hi bro Your giving great message  Dont talk bad about transgenders Every soul have feelings and pains be humanity                ,Non-anti-LGBT+ content
911,Her point of you in a right path i support her                ,Non-anti-LGBT+ content
912,Love Love hai                ,Non-anti-LGBT+ content
913,Riya H straight only                ,Non-anti-LGBT+ content
914,Vera level Bro wish you all the best                ,Non-anti-LGBT+ content
915,Bro Vera level acting bro You made me to cry TNP army                 ,Non-anti-LGBT+ content
916,Vera level hats off to u  akka                ,Non-anti-LGBT+ content
917,Can u discuss about bermuda triangle                ,Non-anti-LGBT+ content
918,Vere level  Nice prank Nala varuvinga by  tmp army                ,Non-anti-LGBT+ content
919,Mathan S yes dear Jesus show some mercy to me mathan as well                ,Non-anti-LGBT+ content
920,omg they deserves a huge respect in our society                ,Non-anti-LGBT+ content
921,We should not encourage this judgment  because if u keep have  with same gender how your family will grow  What about children Leave about the country   God has given opportunity to live with boy and girl only in this world   Not same gender                ,Homophobia
922,Why everybody confusing thiz with culture It got nothing to do with culture Its just natural as well Western countries have this clarity Whereby we don have            ,Non-anti-LGBT+ content
923,Super movie hatsoff to the entire team members                 ,Non-anti-LGBT+ content
